ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
521250.0,4850.0,5000.0,4.0,6712.93,5/3/2005 0:00,Shipped,2.0,5.0,2005.0,Classic Cars,163.0,S18_2238,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
nan$,nan$,nan$,,,,,,,,,,,,,,,,,,,,,,
10310.0,33.0,41.91,4.0,1383.03,10/16/2004 0:00,Shipped,4.0,10.0,2004.0,Classic Cars,37.0,S24_2972,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small
10378.0,43.0,96.49,10.0,4149.07,2/10/2005 0:00,Shipped,1.0,2.0,2005.0,Classic Cars,146.0,S18_3482,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,???,,28034,Spain,EMEA,Freyre,Diego,Medium
10396.0,24.0,89.75,4.0,2154.0,3/23/2005 0:00,Shipped,1.0,3.0,2005.0,Trains,100.0,S18_3259,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,Usa ,,Nelson,Valarie,Small
10241.0,33.0,72.65,1.0,2397.45,4/13/2004 0:00,Shipped,2.0,4.0,2004.0,Vintage Cars,60.0,S18_2248,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small
10370.0,25.0,100.0,3.0,3160.25,1/20/2005 0:00,Shipped,1.0,1.0,2005.0,Trucks and Buses,64.0,S32_3522,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
,,,,,,,,,,,,,,,,,,,,,,,,
10424.0,46.0,80.92,1.0,3722.32,5/31/2005 0:00,In Process,2.0,5.0,2005.0,Classic Cars,101.0,S700_2824,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,usa,EMEA,Freyre,Diego,Medium
10113.0,49.0,100.0,4.0,4916.66,3/26/2003 0:00,Shipped,1.0,3.0,2003.0,Trucks and Buses,116.0,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,???,CA,97562,USA,,Nelson,Valarie,Medium
10114.0,45.0,68.67,6.0,3090.15,4/1/2003 0:00,Shipped,2.0,4.0,2003.0,Trucks and Buses,60.0,S18_2432,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium
10414.0,47.0,65.52,9.0,3079.44,5/6/2005 0:00,On Hold,2.0,5.0,2005.0,Ships,54.0,S72_3212,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,usa,,Yoshido,Juri,Medium
10324.0,49.0,100.0,13.0,5379.71,11/5/2004 0:00,Shipped,4.0,11.0,2004.0,Classic Cars,143.0,S18_4027,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,Medium
10185.0,49.0,80.67,11.0,3952.83,11/14/2003 0:00,Shipped,4.0,11.0,2003.0,Trains,100.0,S18_3259,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,Usa ,,Tam,Wing C,Medium
10204.0,45.0,49.81,12.0,2241.45,12/2/2003 0:00,Shipped,4.0,12.0,2003.0,Classic Cars,50.0,S24_1628,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Small
10147.0,23.0,100.0,2.0,2906.97,9/5/2003 0:00,Shipped,3.0,9.0,2003.0,Classic Cars,140.0,S24_3856,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,Small
10104.0,23.0,100.0,13.0,4556.99,1/31/2003 0:00,Shipped,1.0,1.0,2003.0,Classic Cars,169.0,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10349.0,34.0,100.0,5.0,4394.84,12/1/2004 0:00,Shipped,4.0,12.0,2004.0,Classic Cars,143.0,S18_4027,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Medium
10184.0,24.0,100.0,11.0,3496.32,11/14/2003 0:00,Shipped,4.0,11.0,2003.0,Trucks and Buses,127.0,S24_2300,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Usa ,EMEA,Roel,Jose Pedro,Medium
,,,,,,,,,,,,,,,,,,,,,,,,
10148.0,47.0,56.85,8.0,2671.95,9/11/2003 0:00,Shipped,3.0,9.0,2003.0,Classic Cars,50.0,S24_1628,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,usa,APAC,O'Hara,Anna,Small
10325.0,38.0,100.0,4.0,5190.42,11/5/2004 0:00,Shipped,4.0,11.0,2004.0,Trucks and Buses,115.0,S50_1392,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10151.0,41.0,63.85,5.0,2617.85,9/21/2003 0:00,Shipped,3.0,9.0,2003.0,Trucks and Buses,54.0,S32_2509,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,???,,90110,Finland,EMEA,Koskitalo,Pirkko,Small
10288.0,35.0,80.99,6.0,2834.65,9/1/2004 0:00,Shipped,3.0,9.0,2004.0,Vintage Cars,92.0,S18_4409,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10329.0,20.0,100.0,2.0,3176.0,11/15/2004 0:00,Shipped,4.0,11.0,2004.0,Motorcycles,118.0,S10_2016,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Medium
,,,,,,,,,,,,,,,,,,,,usa,,,,
10314.0,38.0,61.51,7.0,2337.38,10/22/2004 0:00,Shipped,4.0,10.0,2004.0,Trains,58.0,S50_1514,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small
10220.0,50.0,100.0,5.0,8258.0,2/12/2004 0:00,Shipped,1.0,2.0,2004.0,Classic Cars,143.0,S18_4027,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Large
10235.0,33.0,60.05,12.0,1981.65,4/2/2004 0:00,Shipped,2.0,4.0,2004.0,Planes,68.0,S24_3949,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,???,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Small
10336.0,49.0,100.0,6.0,7460.74,11/20/2004 0:00,Shipped,4.0,11.0,2004.0,Classic Cars,163.0,S18_2238,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Large
,,,,,,,,,,,,,,,,,,,,,,,,
10149.0,42.0,94.25,2.0,3958.5,9/12/2003 0:00,Shipped,3.0,9.0,2003.0,Vintage Cars,99.0,S18_3320,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,Medium
10365.0,44.0,100.0,2.0,4984.32,1/7/2005 0:00,Shipped,1.0,1.0,2005.0,Motorcycles,81.0,S50_4713,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Medium
10228.0,29.0,100.0,2.0,6463.23,3/10/2004 0:00,Shipped,1.0,3.0,2004.0,Classic Cars,214.0,S10_1949,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,,Tseng,Kyung,Medium
10103.0$,25.0$,100.0$,13.0,2539.5,1/29/2003 0:00,Shipped,1.0,1.0,2003.0,Vintage Cars,104.0,S18_3136,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,usa,EMEA,Bergulfsen,Jonas,Small
10110.0$,39.0$,44.35$,2.0,1729.65,3/18/2003 0:00,Shipped,1.0,3.0,2003.0,Vintage Cars,44.0,S24_2022,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,Usa ,EMEA,Ashworth,Victoria,Small
10208.0,46.0,100.0,13.0,8602.92,1/2/2004 0:00,Shipped,1.0,1.0,2004.0,Classic Cars,207.0,S12_1108,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Large
10308.0,27.0,82.79,7.0,2235.33,10/15/2004 0:00,Shipped,4.0,10.0,2004.0,Planes,84.0,S18_2581,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,Small
10288.0,20.0,100.0,14.0,2936.8,9/1/2004 0:00,Shipped,3.0,9.0,2004.0,Classic Cars,124.0,S18_1589,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10313.0,34.0,52.87,5.0,1797.58,10/22/2004 0:00,Shipped,4.0,10.0,2004.0,Trucks and Buses,60.0,S18_2432,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Small
10265.0,45.0,86.84,2.0,3907.8,7/2/2004 0:00,Shipped,3.0,7.0,2004.0,Classic Cars,80.0,S18_3278,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium
10351.0,34.0,59.37,3.0,2018.58,12/3/2004 0:00,Shipped,4.0,12.0,2004.0,Planes,68.0,S24_3949,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small
10331.0,30.0,32.47,8.0,974.1,11/17/2004 0:00,Shipped,4.0,11.0,2004.0,Classic Cars,142.0,S18_1984,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Small
10191.0,21.0,100.0,3.0,3840.9,11/20/2003 0:00,Shipped,4.0,11.0,2003.0,Classic Cars,194.0,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
10206.0,37.0,90.17,7.0,3336.29,12/5/2003 0:00,Shipped,4.0,12.0,2003.0,Vintage Cars,101.0,S18_2949,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Medium
10165.0,44.0,100.0,3.0,8594.52,10/22/2003 0:00,Shipped,4.0,10.0,2003.0,Classic Cars,207.0,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,???,,79903,Singapore,Japan,Natividad,Eric,Large
10361.0,35.0,100.0,11.0,4277.35,12/17/2004 0:00,Shipped,4.0,12.0,2004.0,Planes,74.0,S700_4002,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,???,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10205.0,32.0,37.17,5.0,1189.44,12/3/2003 0:00,Shipped,4.0,12.0,2003.0,Vintage Cars,33.0,S24_1937,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10361.0,20.0,60.54,4.0,1210.8,12/17/2004 0:00,Shipped,4.0,12.0,2004.0,Planes,91.0,S700_1691,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,usa,APAC,Huxley,Adrian,Small
10311.0,43.0,100.0,3.0,4595.41,10/16/2004 0:00,Shipped,4.0,10.0,2004.0,Classic Cars,117.0,S24_2887,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10284.0,32.0,64.41,9.0,2061.12,8/21/2004 0:00,Shipped,3.0,8.0,2004.0,Planes,74.0,S700_4002,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small
10178.0,34.0,96.86,8.0,3293.24,11/8/2003 0:00,Shipped,4.0,11.0,2003.0,Ships,90.0,S700_2047,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium
10228.0,31.0,100.0,4.0,3181.53,3/10/2004 0:00,Shipped,1.0,3.0,2004.0,Vintage Cars,104.0,S18_3136,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,Usa ,,Tseng,Kyung,Medium
10371.0,20.0,100.0,5.0,3449.4,1/23/2005 0:00,Shipped,1.0,1.0,2005.0,Trucks and Buses,127.0,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
10361.0,20.0,72.55,13.0,1451.0,12/17/2004 0:00,Shipped,4.0,12.0,2004.0,Motorcycles,95.0,S10_1678,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Usa ,APAC,Huxley,Adrian,Small
10180.0$,21.0$,50.36$,3.0,1057.56,11/11/2003 0:00,Shipped,4.0,11.0,2003.0,Motorcycles,62.0,S18_3782,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,usa,EMEA,Rance,Martine,Small
10280.0,46.0,100.0,3.0,5126.24,8/17/2004 0:00,Shipped,3.0,8.0,2004.0,Vintage Cars,101.0,S18_2949,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,???,,10100,Italy,EMEA,Accorti,Paolo,Medium
10251.0,28.0,100.0,2.0,3188.64,5/18/2004 0:00,Shipped,2.0,5.0,2004.0,Motorcycles,95.0,S10_1678,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,???,NJ,94019,USA,,Brown,William,Medium
10379.0,27.0,49.3,1.0,1331.1,2/10/2005 0:00,Shipped,1.0,2.0,2005.0,Vintage Cars,60.0,S18_2248,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,usa,EMEA,Freyre,Diego,Small
10161.0,30.0,100.0,6.0,3148.2,10/17/2003 0:00,Shipped,4.0,10.0,2003.0,Classic Cars,107.0,S24_3432,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,usa,EMEA,Ibsen,Palle,Medium
10382.0,34.0,54.84,9.0,1864.56,2/17/2005 0:00,Shipped,1.0,2.0,2005.0,Classic Cars,101.0,S700_2824,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
10379.0,39.0,100.0,2.0,5399.55,2/10/2005 0:00,Shipped,1.0,2.0,2005.0,Vintage Cars,170.0,S18_1749,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Usa ,EMEA,Freyre,Diego,Medium
10167.0,32.0,63.12,3.0,2019.84,10/23/2003 0:00,Cancelled,4.0,10.0,2003.0,Vintage Cars,65.0,S24_3420,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,???,,S-844 67,Sweden,EMEA,Larsson,Maria,Small
10377.0,39.0,100.0,3.0,7264.53,2/9/2005 0:00,Shipped,1.0,2.0,2005.0,Classic Cars,169.0,S18_3232,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Large
10177.0,44.0,92.16,4.0,4055.04,11/7/2003 0:00,Shipped,4.0,11.0,2003.0,Ships,100.0,S700_3505,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,usa,EMEA,Fernandez,Jesus,Medium
10318.0,46.0,94.74,1.0,4358.04,11/2/2004 0:00,Shipped,4.0,11.0,2004.0,Motorcycles,95.0,S10_1678,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,usa,,Yu,Kyung,Medium
,,,,,,,,,,,,,,,,,,,,,,,,
10111.0,28.0,64.33,2.0,1801.24,3/25/2003 0:00,Shipped,1.0,3.0,2003.0,Vintage Cars,62.0,S18_2957,Mini Wheels Co.,6505555787,5557 North Pendale Street,,???,CA,,USA,,Murphy,Julie,Small
10127.0,45.0,100.0,14.0,6295.95,6/3/2003 0:00,Shipped,2.0,6.0,2003.0,Trucks and Buses,122.0,S18_2319,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Medium
10229.0$,28.0$,59.55$,7.0,1667.4,3/11/2004 0:00,Shipped,1.0,3.0,2004.0,Trucks and Buses,60.0,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
521250.0,4850.0,5000.0,5.0,3581.76,5/10/2005 0:00,Shipped,2.0,5.0,2005.0,Planes,72.0,S24_4278,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,usa,EMEA,Moroni,Maurizio,Medium
,,,,,,,,,,,,,,,,,,,,Usa ,,,,
10314.0,38.0,100.0,10.0,4000.26,10/22/2004 0:00,Shipped,4.0,10.0,2004.0,Classic Cars,118.0,S24_4048,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,usa,EMEA,Ibsen,Palle,Medium
,,,,,,,,,,,,,,,,,???,,,,,,,
10311.0,45.0,49.3,8.0,2218.5,10/16/2004 0:00,Shipped,4.0,10.0,2004.0,Classic Cars,50.0,S24_1628,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10415.0,32.0,95.95,4.0,3070.4,5/9/2005 0:00,Disputed,2.0,5.0,2005.0,Ships,90.0,S700_2047,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium
10351.0,38.0,68.38,4.0,2598.44,12/3/2004 0:00,Shipped,4.0,12.0,2004.0,Vintage Cars,65.0,S24_3420,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small
10264.0,34.0,97.97,7.0,3330.98,6/30/2004 0:00,Shipped,2.0,6.0,2004.0,Motorcycles,102.0,S32_4485,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Medium
10356.0,30.0,100.0,1.0,4462.2,12/9/2004 0:00,Shipped,4.0,12.0,2004.0,Vintage Cars,168.0,S18_2795,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium
10282.0,29.0,46.82,11.0,1357.78,8/20/2004 0:00,Shipped,3.0,8.0,2004.0,Classic Cars,57.0,S24_1444,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small
,,,,,,,,,,,,,,,,,,,,usa,,,,
10120.0,24.0,100.0,15.0,2584.8,4/29/2003 0:00,Shipped,2.0,4.0,2003.0,Planes,99.0,S700_2466,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10324.0,33.0,100.0,3.0,6267.69,11/5/2004 0:00,Shipped,4.0,11.0,2004.0,Vintage Cars,97.0,S24_4258,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,Medium
10246.0,29.0,100.0,10.0,3520.6,5/5/2004 0:00,Shipped,2.0,5.0,2004.0,Trucks and Buses,127.0,S24_2300,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,???,,28034,usa,EMEA,Freyre,Diego,Medium
10284.0,22.0,100.0,3.0,2310.88,8/21/2004 0:00,Shipped,3.0,8.0,2004.0,Planes,109.0,S24_1785,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small
10278.0,23.0,100.0,2.0,2604.52,8/6/2004 0:00,Shipped,3.0,8.0,2004.0,Classic Cars,124.0,S18_1589,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,Small
10140.0,36.0,100.0,6.0,4114.8,7/24/2003 0:00,Shipped,3.0,7.0,2003.0,Classic Cars,101.0,S700_2824,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium
10411.0,27.0,100.0,8.0,3213.0,5/1/2005 0:00,Shipped,2.0,5.0,2005.0,Trucks and Buses,116.0,S18_1097,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium
10126.0,34.0,100.0,15.0,3576.12,5/28/2003 0:00,Shipped,2.0,5.0,2003.0,Vintage Cars,97.0,S24_4258,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium
,,,,,,,,,,,,,,,,,,,,,,,,
10108.0,39.0,89.38,7.0,3485.82,3/3/2003 0:00,Shipped,1.0,3.0,2003.0,Classic Cars,79.0,S12_3990,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
10110.0$,28.0$,89.27$,8.0,2499.56,3/18/2003 0:00,Shipped,1.0,3.0,2003.0,Vintage Cars,92.0,S18_4409,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10167.0$,44.0$,100.0$,9.0,5924.16,10/23/2003 0:00,Cancelled,4.0,10.0,2003.0,Classic Cars,136.0,S10_4757,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,???,,S-844 67,usa,EMEA,Larsson,Maria,Medium
10287.0,44.0,82.39,8.0,3625.16,8/30/2004 0:00,Shipped,3.0,8.0,2004.0,Classic Cars,77.0,S18_1889,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10196.0$,49.0$,100.0$,1.0,6893.81,11/26/2003 0:00,Shipped,4.0,11.0,2003.0,Vintage Cars,136.0,S18_3140,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie,Medium
10127.0,45.0,100.0,10.0,7146.9,6/3/2003 0:00,Shipped,2.0,6.0,2003.0,Classic Cars,163.0,S18_2238,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,usa,,Young,Jeff,Large
10381.0,41.0,100.0,8.0,4319.76,2/17/2005 0:00,Shipped,1.0,2.0,2005.0,Vintage Cars,101.0,S18_2949,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium
10192.0,45.0,90.86,15.0,4088.7,11/20/2003 0:00,Shipped,4.0,11.0,2003.0,Classic Cars,77.0,S18_1889,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Medium
10238.0$,49.0$,100.0$,5.0,6554.24,4/9/2004 0:00,Shipped,2.0,4.0,2004.0,Classic Cars,146.0,S18_3482,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
521250.0,4850.0,5000.0,12.0,5894.94,5/31/2005 0:00,In Process,2.0,5.0,2005.0,Classic Cars,147.0,S10_4962,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,Usa ,EMEA,Labrune,Janine,Medium
10342.0,26.0,55.95,8.0,1454.7,11/24/2004 0:00,Shipped,4.0,11.0,2004.0,Motorcycles,62.0,S18_3782,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10169.0,32.0,70.76,5.0,2264.32,11/4/2003 0:00,Shipped,4.0,11.0,2003.0,Classic Cars,80.0,S18_3278,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,usa,APAC,O'Hara,Anna,Small
10358.0,41.0,100.0,6.0,6847.0,12/10/2004 0:00,Shipped,4.0,12.0,2004.0,Vintage Cars,97.0,S24_4258,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,???,,28034,usa,EMEA,Freyre,Diego,Medium
521250.0,4850.0,5000.0,10.0,2634.94,8/6/2004 0:00,Shipped,3.0,8.0,2004.0,Classic Cars,77.0,S18_1889,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,Small
10325.0,42.0,64.0,8.0,2688.0,11/5/2004 0:00,Shipped,4.0,11.0,2004.0,Classic Cars,207.0,S12_1108,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,usa,EMEA,Bergulfsen,Jonas,Small
10211.0,22.0,92.16,6.0,2027.52,1/15/2004 0:00,Shipped,1.0,1.0,2004.0,Classic Cars,80.0,S24_4620,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small
10180.0,48.0,100.0,10.0,5355.36,11/11/2003 0:00,Shipped,4.0,11.0,2003.0,Motorcycles,112.0,S24_1578,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Medium
,,,,,,,,,,,,,,,,,,,,,,,,
10177.0,50.0,100.0,7.0,6083.0,11/7/2003 0:00,Shipped,4.0,11.0,2003.0,Ships,122.0,S24_2011,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Medium
,,,,,,,,,,,,,,,,,,,,,,,,
10106.0,41.0,100.0,17.0,4774.86,2/17/2003 0:00,Shipped,1.0,2.0,2003.0,Vintage Cars,105.0,S18_3856,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
,,,,,,,,,,,,,,,,,,,,,,,,
10253.0,41.0,100.0,10.0,4910.57,6/1/2004 0:00,Cancelled,2.0,6.0,2004.0,Classic Cars,115.0,S12_4675,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,???,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
